run_id,window_id,start_ts,end_ts,W,S,segment_id,candidate_condition,info_score,label_coarse,label_confidence,file,sheet,start_time,end_time,window_center_time,expected_family,transition_phase,seal_label,class_label,predicted_group,route_role,route_branch,route_reason_v3,transition_score_v3,transition_rank_pct_v3,static_context_score_v3,legacy_info_score,delta_half_in_hum,delta_half_dAH,max_hourly_hum_rise,corr_AH,seal_state_global,has_transition,condition_family_manual,heat_state_manual,ext_humidity_regime_manual,final_status,risk_level,needs_review,review_status,review_priority,bank_key_strict,bank_key_relaxed,bank_key_global,bank_source
2026-03-17 180258_seal_heated,W0004,1773781200000.0,1773824400000.0,12,1,S001,,0.0,exclude_low_info,auto_rule,2026-03-17 180258_seal_heated,Serial Data Log,2026-03-17 21:00:00,2026-03-18 09:00:00,2026-03-18 03:00:00,unknown,no_transition,seal,热源启动窗口,heat_related,reject_heat_related,none,predicted_group=heat_related,0.0,,,,-0.09988888888889136,1.7978675620883546,0.03166666666667339,0.9863993159075358,sealed,False,unknown,on,unknown,gated_heat_related,abstain,False,not_required,P3_other,unknown|on|exclude_low_info,on|exclude_low_info,exclude_low_info,
2026-03-17 180258_seal_heated,W0005,1773784800000.0,1773828000000.0,12,1,S001,,0.0,exclude_low_info,auto_rule,2026-03-17 180258_seal_heated,Serial Data Log,2026-03-17 22:00:00,2026-03-18 10:00:00,2026-03-18 04:00:00,unknown,no_transition,seal,热源启动窗口,heat_related,reject_heat_related,none,predicted_group=heat_related,0.0,,,,-0.059108120113712914,1.5381741705486798,0.03166666666667339,0.9892209935810429,sealed,False,unknown,on,unknown,gated_heat_related,abstain,False,not_required,P3_other,unknown|on|exclude_low_info,on|exclude_low_info,exclude_low_info,
2026-03-23 213435_seal_unheated,W0001,1774299600000.0,1774342800000.0,12,1,S001,static_memory_branch,0.0,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-23 21:00:00,2026-03-24 09:00:00,2026-03-24 03:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=6.184 | delta_half_dAH_negative,0.0,,6.184064918496142,0.0,0.3499411794793019,-0.19679239394960968,0.22783333333333644,-0.5096265608905274,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0002,1774303200000.0,1774346400000.0,12,1,S001,static_memory_branch,0.0,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-23 22:00:00,2026-03-24 10:00:00,2026-03-24 04:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=4.287 | delta_half_dAH_negative,0.0,,4.287393210879537,0.0,0.5357777777777812,-0.1325548106932808,0.26116666666665367,-0.06402757368955891,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0003,1774306800000.0,1774350000000.0,12,1,S001,static_memory_branch,0.0,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-23 23:00:00,2026-03-24 11:00:00,2026-03-24 05:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=1.600 | delta_half_dAH_negative,0.0,,1.5996501919358337,0.0,0.7534722222222143,-0.061998263638106454,0.28666666666667595,0.5867829402652862,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0004,1774310400000.0,1774353600000.0,12,1,S001,static_memory_branch,0.0,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-24 00:00:00,2026-03-24 12:00:00,2026-03-24 06:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=0.439 | delta_half_dAH_negative,0.0,,0.4390244163378341,0.0,0.957861111111086,-0.02013372883746989,0.28666666666667595,0.8678170466520755,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0005,1774314000000.0,1774357200000.0,12,1,S002,static_threshold_branch,0.23607499999999998,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-24 01:00:00,2026-03-24 13:00:00,2026-03-24 07:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.081 | delta_half_dAH_nonnegative,0.0,,0.08132235540426755,0.23607499999999998,1.1474444444444458,0.0011002890075491045,0.2981666666666598,0.9544310794960235,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0006,1774317600000.0,1774360800000.0,12,1,S002,static_threshold_branch,0.4880678440999477,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-24 02:00:00,2026-03-24 14:00:00,2026-03-24 08:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.000 | delta_half_dAH_nonnegative,0.0,,0.0,0.4880678440999477,1.312638888888884,0.00592341460363377,0.2981666666666598,0.9772424126578824,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0007,1774321200000.0,1774364400000.0,12,1,S003,static_memory_branch,0.5285975361581456,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-24 03:00:00,2026-03-24 15:00:00,2026-03-24 09:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=0.000 | delta_half_dAH_negative,0.0,,0.0,0.5285975361581456,1.453277777777771,-0.005162304421306274,0.2981666666666598,0.9853137742715266,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0008,1774324800000.0,1774368000000.0,12,1,S003,static_memory_branch,0.5266055971897963,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-24 04:00:00,2026-03-24 16:00:00,2026-03-24 10:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=0.000 | delta_half_dAH_negative,0.0,,0.0,0.5266055971897963,1.5621388888888958,-0.01785450662569721,0.2981666666666598,0.9865744507418678,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-23 213435_seal_unheated,W0009,1774328400000.0,1774371600000.0,12,1,S003,static_memory_branch,0.723095231549528,candidate_high_info,auto_rule,2026-03-23 213435_seal_unheated,Serial Data Log,2026-03-24 05:00:00,2026-03-24 17:00:00,2026-03-24 11:00:00,unknown,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=0.000 | delta_half_dAH_negative,0.0,,0.0,0.723095231549528,1.6243417366946744,-0.011062271559204806,0.2981666666666598,0.9846312129821038,sealed,False,unknown,off,unknown,static_low_risk,low,False,not_required,P3_other,unknown|off|candidate_high_info,off|candidate_high_info,candidate_high_info,
2026-03-06 160246_seal_unheated,W0001,1772812800000.0,1772856000000.0,12,1,S001,static_threshold_branch,1.8483304485732475,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 16:00:00,2026-03-07 04:00:00,2026-03-06 22:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.914 | delta_half_dAH_nonnegative,0.0,,0.9140197241414414,1.8483304485732475,1.7326536312849186,0.040145493678947375,0.5732380952380964,0.752801608710655,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0002,1772816400000.0,1772859600000.0,12,1,S001,static_threshold_branch,2.3022244495275754,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 17:00:00,2026-03-07 05:00:00,2026-03-06 23:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.274 | delta_half_dAH_nonnegative,0.0,,1.274462853887081,2.3022244495275754,1.5845833333333346,0.2886530495014794,0.39083333333333314,0.9915703039389103,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0003,1772820000000.0,1772863200000.0,12,1,S001,static_threshold_branch,2.3763910239975283,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 18:00:00,2026-03-07 06:00:00,2026-03-07 00:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.735 | delta_half_dAH_nonnegative,0.0,,1.735488857874851,2.3763910239975283,1.4555277777777818,0.3733118649904288,0.33483333333333576,0.997534573907149,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0004,1772823600000.0,1772866800000.0,12,1,S001,static_threshold_branch,2.289702785916316,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 19:00:00,2026-03-07 07:00:00,2026-03-07 01:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.908 | delta_half_dAH_nonnegative,0.0,,1.9082788228031848,2.289702785916316,1.330694444444454,0.40504151501597896,0.32033333333333047,0.9986210176072678,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0005,1772827200000.0,1772870400000.0,12,1,S001,static_threshold_branch,2.120269637675751,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 20:00:00,2026-03-07 08:00:00,2026-03-07 02:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.926 | delta_half_dAH_nonnegative,0.0,,1.9262862799519953,2.120269637675751,1.210555555555544,0.40834824821323856,0.31066666666666265,0.9991983974409694,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0006,1772830800000.0,1772874000000.0,12,1,S001,static_threshold_branch,1.9013177758249782,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 21:00:00,2026-03-07 09:00:00,2026-03-07 03:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.835 | delta_half_dAH_nonnegative,0.0,,1.8353964400348404,1.9013177758249782,1.09952777777778,0.39165802657539217,0.2910000000000039,0.9994505758414418,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0007,1772834400000.0,1772877600000.0,12,1,S001,static_threshold_branch,1.6707057622399728,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 22:00:00,2026-03-07 10:00:00,2026-03-07 04:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.687 | delta_half_dAH_nonnegative,0.0,,1.6872584413930949,1.6707057622399728,1.00288888888889,0.3644552497570883,0.2644999999999982,0.999362790967305,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0008,1772838000000.0,1772881200000.0,12,1,S001,static_threshold_branch,1.418689812550189,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-06 23:00:00,2026-03-07 11:00:00,2026-03-07 05:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.470 | delta_half_dAH_nonnegative,0.0,,1.4697335942046934,1.418689812550189,0.9188333333333318,0.3245108740752487,0.2501666666666651,0.9992995429753894,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0009,1772841600000.0,1772884800000.0,12,1,S001,static_threshold_branch,1.1672386802889756,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 00:00:00,2026-03-07 12:00:00,2026-03-07 06:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=1.229 | delta_half_dAH_nonnegative,0.0,,1.2285152472178231,1.1672386802889756,0.8443333333333314,0.2802156296563405,0.2218333333333362,0.9990815697784314,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0010,1772845200000.0,1772888400000.0,12,1,S001,static_threshold_branch,0.9322249608205275,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 01:00:00,2026-03-07 13:00:00,2026-03-07 07:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.985 | delta_half_dAH_nonnegative,0.0,,0.9851617126782204,0.9322249608205275,0.7816388888888852,0.23552829792023644,0.1875,0.9986407456723048,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0011,1772848800000.0,1772892000000.0,12,1,S001,static_threshold_branch,0.7030131652911674,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 02:00:00,2026-03-07 14:00:00,2026-03-07 08:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.740 | delta_half_dAH_nonnegative,0.0,,0.7397646851079304,0.7030131652911674,0.7236111111111256,0.19046571685341895,0.17216666666666214,0.9979023277272767,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0012,1772852400000.0,1772895600000.0,12,1,S001,static_threshold_branch,0.4906924459127654,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 03:00:00,2026-03-07 15:00:00,2026-03-07 09:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.500 | delta_half_dAH_nonnegative,0.0,,0.5004722134241739,0.4906924459127654,0.6745000000000019,0.1465241234661896,0.1563333333333361,0.9966066680801399,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0013,1772856000000.0,1772899200000.0,12,1,S001,static_threshold_branch,0.27684929739420905,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 04:00:00,2026-03-07 16:00:00,2026-03-07 10:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.254 | delta_half_dAH_nonnegative,0.0,,0.2538938807145166,0.27684929739420905,0.6271944444444486,0.10124461777263782,0.1498333333333406,0.9947131750407344,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0014,1772859600000.0,1772902800000.0,12,1,S001,static_threshold_branch,0.12951176349687432,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 05:00:00,2026-03-07 17:00:00,2026-03-07 11:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.000 | delta_half_dAH_nonnegative,0.0,,0.0,0.12951176349687432,0.5846666666666778,0.05365443209695453,0.13700000000000756,0.991170515310749,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0015,1772863200000.0,1772906400000.0,12,1,S001,static_threshold_branch,0.0729075534392985,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 06:00:00,2026-03-07 18:00:00,2026-03-07 12:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_threshold_favored,static_threshold_branch,selected_static_candidate | static_context_score_v3=0.000 | delta_half_dAH_nonnegative,0.0,,0.0,0.0729075534392985,0.5468611111111059,0.017281468698714164,0.13700000000000756,0.985224976636191,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0016,1772866800000.0,1772910000000.0,12,1,S002,static_memory_branch,0.021377343107701688,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 07:00:00,2026-03-07 19:00:00,2026-03-07 13:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=0.000 | delta_half_dAH_negative,0.0,,0.0,0.021377343107701688,0.5124444444444407,-0.010398020359913218,0.11999999999999744,0.9741224873217128,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
2026-03-06 160246_seal_unheated,W0017,1772870400000.0,1772913600000.0,12,1,S002,static_memory_branch,0.029188002485986915,candidate_high_info,manual_high,2026-03-06 160246_seal_unheated,Serial Data Log,2026-03-07 08:00:00,2026-03-07 20:00:00,2026-03-07 14:00:00,ext_high_hum_no_heat,no_transition,seal,外部高湿驱动工况,candidate_high_info,static_memory_candidate,static_memory_branch,selected_static_candidate | static_context_score_v3=0.096 | delta_half_dAH_negative,0.0,,0.09611205087802431,0.029188002485986915,0.4838888888888846,-0.028867261353277662,0.11999999999999744,0.9508499003264859,sealed,False,ext_high_hum_no_heat,off,high,static_hard_case_watch,watch,True,pending,P2_hard_case_watch,,,,review_promoted
